Application/Permit Number,Category,Permit Type,Action Type
6178791,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6524859,COMMERCIAL,Construction,ADD/ALT
6607630,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6496266,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6474077,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6565821,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6454383,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6503540,COMMERCIAL,Construction,ADD/ALT
6590005,COMMERCIAL,Construction,ALTER
6451213,SINGLE FAMILY / DUPLEX,Construction,NEW
6491122,SINGLE FAMILY / DUPLEX,Construction,NEW
6581953,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550711,SINGLE FAMILY / DUPLEX,Construction,NEW
6584417,COMMERCIAL,Construction,ADD/ALT
6614609,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6586942,COMMERCIAL,Construction,ADD/ALT
6547442,COMMERCIAL,Construction,ADD/ALT
6383128,MULTIFAMILY,Construction,NEW
6561105,SINGLE FAMILY / DUPLEX,Construction,NEW
6544404,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6575859,COMMERCIAL,Construction,ADD/ALT
6425526,MULTIFAMILY,Construction,NEW
6601261,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6493062,MULTIFAMILY,Construction,NEW
6589861,COMMERCIAL,Construction,ADD/ALT
6562727,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6579784,COMMERCIAL,Construction,ADD/ALT
6594956,SINGLE FAMILY / DUPLEX,Construction,NEW
6617619,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6516627,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6616734,INSTITUTIONAL,Construction,ADD/ALT
6601058,,Construction,
6601390,,Construction,
6587801,SINGLE FAMILY / DUPLEX,Construction,NEW
6427782,COMMERCIAL,Construction,ADD/ALT
6493121,MULTIFAMILY,Demolition,DEMOLITION
6607030,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6526561,MULTIFAMILY,Construction,ADD/ALT
6559575,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6528138,MULTIFAMILY,Construction,NEW
6574870,SINGLE FAMILY / DUPLEX,Construction,NEW
6600772,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6366035,COMMERCIAL,Construction,ADD/ALT
6518706,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6429478,COMMERCIAL,Construction,ADD/ALT
6587726,SINGLE FAMILY / DUPLEX,Construction,NEW
6567645,INDUSTRIAL,Construction,ADD/ALT
6304919,COMMERCIAL,Construction,ADD/ALT
6594167,SINGLE FAMILY / DUPLEX,Construction,NEW
6410917,COMMERCIAL,Construction,ADD/ALT
6615079,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6557640,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6557952,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6511006,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6368636,COMMERCIAL,Construction,ADD/ALT
6580571,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6411708,COMMERCIAL,Construction,ADD/ALT
6560464,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6465901,COMMERCIAL,Construction,ADD/ALT
6588090,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569709,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6561026,COMMERCIAL,Construction,ALTER
6513072,COMMERCIAL,Construction,ADD/ALT
6472570,SINGLE FAMILY / DUPLEX,Construction,NEW
6572542,INSTITUTIONAL,Construction,ADD/ALT
6519216,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6442373,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6511697,MULTIFAMILY,Demolition,DEMOLITION
6572743,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568475,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6514051,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6392437,COMMERCIAL,Construction,ADD/ALT
6554586,MULTIFAMILY,Construction,NEW
6497476,SINGLE FAMILY / DUPLEX,Construction,NEW
6602556,SINGLE FAMILY / DUPLEX,Construction,NEW
6369857,COMMERCIAL,Construction,ADD/ALT
6580614,SINGLE FAMILY / DUPLEX,Construction,NEW
6507798,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615452,COMMERCIAL,Construction,ADD/ALT
6405584,MULTIFAMILY,Construction,NEW
6606771,COMMERCIAL,Construction,ADD/ALT
6458656,MULTIFAMILY,Construction,ADD/ALT
6573589,COMMERCIAL,Construction,ADD/ALT
6612542,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6442660,MULTIFAMILY,Construction,NEW
6493333,COMMERCIAL,Construction,ADD/ALT
6595052,,Site Development,TREE/VEGETATION MAINT/RESTORE
6465974,COMMERCIAL,Construction,ADD/ALT
6429479,COMMERCIAL,Construction,ADD/ALT
6574100,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6534871,COMMERCIAL,Construction,NEW
6588858,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604559,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586787,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6580788,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6607025,COMMERCIAL,Construction,ADD/ALT
6574664,COMMERCIAL,Construction,ADD/ALT
6344888,COMMERCIAL,Construction,ADD/ALT
6552992,COMMERCIAL,Construction,NEW
6551078,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387809,COMMERCIAL,Construction,ADD/ALT
6408800,COMMERCIAL,Construction,ADD/ALT
6545064,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615413,SINGLE FAMILY / DUPLEX,Construction,NEW
6488144,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6453472,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6601664,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6320542,COMMERCIAL,Construction,ADD/ALT
6454714,COMMERCIAL,Construction,ADD/ALT
6599499,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6588102,MULTIFAMILY,Construction,ADD/ALT
6571878,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601570,COMMERCIAL,Construction,ADD/ALT
6548510,SINGLE FAMILY / DUPLEX,Construction,NEW
6551172,MULTIFAMILY,Demolition,DEMOLITION
6318451,SINGLE FAMILY / DUPLEX,Construction,NEW
6496791,COMMERCIAL,Construction,ADD/ALT
6573818,SINGLE FAMILY / DUPLEX,Construction,NEW
6432890,SINGLE FAMILY / DUPLEX,Construction,NEW
6612361,SINGLE FAMILY / DUPLEX,Construction,NEW
6613071,SINGLE FAMILY / DUPLEX,Construction,NEW
6605007,COMMERCIAL,Construction,ADD/ALT
6154591,COMMERCIAL,Construction,ADD/ALT
6291360,COMMERCIAL,Construction,ADD/ALT
6442235,MULTIFAMILY,Demolition,DEMOLITION
6370856,COMMERCIAL,Construction,ADD/ALT
6552179,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6532427,COMMERCIAL,Construction,ADD/ALT
6613869,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6538724,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6373140,COMMERCIAL,Construction,ADD/ALT
6547654,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6490598,SINGLE FAMILY / DUPLEX,Construction,NEW
6550121,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6523677,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6605420,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6478303,MULTIFAMILY,Construction,NEW
6429172,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6550858,COMMERCIAL,Construction,ADD/ALT
6540240,MULTIFAMILY,Construction,NEW
6583305,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586891,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6589454,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6555547,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6556297,MULTIFAMILY,Construction,NEW
6613074,SINGLE FAMILY / DUPLEX,Construction,NEW
6613872,INSTITUTIONAL,Site Development,GRADING
6617392,INDUSTRIAL,Construction,ADD/ALT
6613153,MULTIFAMILY,Construction,NEW
6616858,MULTIFAMILY,Construction,ADD/ALT
6451551,MULTIFAMILY,Construction,NEW
6580612,SINGLE FAMILY / DUPLEX,Construction,NEW
6588143,COMMERCIAL,Construction,ADD/ALT
6408402,COMMERCIAL,Construction,ADD/ALT
6339031,COMMERCIAL,Construction,ADD/ALT
6450384,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6414533,COMMERCIAL,Construction,ADD/ALT
6588150,COMMERCIAL,Construction,ADD/ALT
6534910,SINGLE FAMILY / DUPLEX,Construction,NEW
6561208,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6450027,COMMERCIAL,Construction,ADD/ALT
6465770,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384694,COMMERCIAL,Construction,ADD/ALT
6497775,MULTIFAMILY,Construction,NEW
6354998,COMMERCIAL,Construction,ADD/ALT
6576139,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6605518,SINGLE FAMILY / DUPLEX,Construction,NEW
6529665,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6503137,SINGLE FAMILY / DUPLEX,Construction,NEW
6573689,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6466140,COMMERCIAL,Construction,ADD/ALT
6543565,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6509439,COMMERCIAL,Construction,NEW
6569490,COMMERCIAL,Construction,ADD/ALT
6587413,SINGLE FAMILY / DUPLEX,Site Development,GRADING
6588139,COMMERCIAL,Construction,ADD/ALT
6480072,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6374646,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588890,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6502611,COMMERCIAL,Construction,ADD/ALT
6452858,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6549095,COMMERCIAL,Construction,ADD/ALT
6573820,SINGLE FAMILY / DUPLEX,Construction,NEW
6462910,COMMERCIAL,Construction,ADD/ALT
6550074,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614135,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6491121,SINGLE FAMILY / DUPLEX,Construction,NEW
6557981,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6517505,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6588161,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6513575,MULTIFAMILY,Construction,ADD/ALT
6615502,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6576735,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586405,COMMERCIAL,Construction,NEW
6555504,COMMERCIAL,Construction,ADD/ALT
6333109,COMMERCIAL,Construction,ADD/ALT
6466033,MULTIFAMILY,Construction,NEW
6538852,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6581708,COMMERCIAL,Construction,ALTER
6610953,COMMERCIAL,Construction,ALTER
6515796,SINGLE FAMILY / DUPLEX,Construction,NEW
6454692,COMMERCIAL,Construction,ADD/ALT
6363089,COMMERCIAL,Construction,ADD/ALT
6384574,COMMERCIAL,Construction,ADD/ALT
6429458,COMMERCIAL,Construction,ADD/ALT
6590572,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6588646,SINGLE FAMILY / DUPLEX,Construction,NEW
6463870,COMMERCIAL,Construction,ADD/ALT
6497749,COMMERCIAL,Construction,ADD/ALT
6583982,MULTIFAMILY,Construction,NEW
6543233,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588174,COMMERCIAL,Construction,ADD/ALT
6584945,INSTITUTIONAL,Construction,ADD/ALT
6491105,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588001,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6401547,COMMERCIAL,Construction,ADD/ALT
6588005,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586751,COMMERCIAL,Construction,ALTER
6533613,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586996,INDUSTRIAL,Construction,ADD/ALT
6533002,COMMERCIAL,Construction,ADD/ALT
6430745,MULTIFAMILY,Construction,NEW
6586750,COMMERCIAL,Construction,ALTER
6601030,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6552234,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6429480,COMMERCIAL,Construction,ADD/ALT
6523146,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6598536,,Site Development,TREE/VEGETATION MAINT/RESTORE
6492897,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6607678,SINGLE FAMILY / DUPLEX,Construction,NEW
6512898,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6563211,MULTIFAMILY,Construction,NEW
6587480,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600675,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6495927,COMMERCIAL,Construction,ADD/ALT
6574007,SINGLE FAMILY / DUPLEX,Construction,NEW
6616461,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6612963,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6448374,MULTIFAMILY,Construction,NEW
6512013,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6457727,SINGLE FAMILY / DUPLEX,Construction,NEW
6466981,SINGLE FAMILY / DUPLEX,Construction,NEW
6579304,COMMERCIAL,Construction,ADD/ALT
6546686,MULTIFAMILY,Construction,ADD/ALT
6579924,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6437897,MULTIFAMILY,Construction,NEW
6560121,SINGLE FAMILY / DUPLEX,Construction,NEW
6588939,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6534505,COMMERCIAL,Construction,ADD/ALT
6438669,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601552,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6434865,COMMERCIAL,Demolition,DEMOLITION
6585034,INSTITUTIONAL,Construction,ADD/ALT
6435749,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6438369,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6491107,SINGLE FAMILY / DUPLEX,Construction,NEW
6541675,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6612899,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6563020,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6562722,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6568612,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6577658,COMMERCIAL,Construction,TEMP
6615529,COMMERCIAL,Construction,ADD/ALT
6585868,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6440500,SINGLE FAMILY / DUPLEX,Construction,NEW
6615498,MULTIFAMILY,Construction,ADD/ALT
6614891,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585659,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6601466,MULTIFAMILY,Demolition,DEMOLITION
6604713,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6573821,SINGLE FAMILY / DUPLEX,Construction,NEW
6531256,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6516494,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6598904,COMMERCIAL,Construction,ALTER
6549652,COMMERCIAL,Construction,ADD/ALT
6499423,COMMERCIAL,Construction,ADD/ALT
6587019,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6561640,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6598057,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6489946,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6529153,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615522,COMMERCIAL,Construction,ADD/ALT
6585007,SINGLE FAMILY / DUPLEX,Construction,NEW
6585400,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6606071,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6331240,COMMERCIAL,Construction,ADD/ALT
6568808,COMMERCIAL,Construction,ADD/ALT
6434867,COMMERCIAL,Demolition,DEMOLITION
6587141,COMMERCIAL,Construction,NEW
6332176,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615287,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6606816,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6434864,COMMERCIAL,Demolition,DEMOLITION
6587286,COMMERCIAL,Construction,NEW
6588361,COMMERCIAL,Construction,ADD/ALT
6505294,MULTIFAMILY,Demolition,DEMOLITION
6486474,SINGLE FAMILY / DUPLEX,Construction,NEW
6516651,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532870,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6589455,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6451552,MULTIFAMILY,Construction,NEW
6496761,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6558208,COMMERCIAL,Construction,ADD/ALT
6615533,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6584494,COMMERCIAL,Construction,ADD/ALT
6349605,COMMERCIAL,Construction,NEW
6583575,INSTITUTIONAL,Construction,ADD/ALT
6521025,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6606234,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6531880,COMMERCIAL,Construction,ADD/ALT
6561365,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6552984,COMMERCIAL,Construction,NEW
6569235,MULTIFAMILY,Demolition,DEMOLITION
6586570,,Construction,
6595041,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6480293,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6585127,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6470730,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6461089,COMMERCIAL,Construction,NEW
6568397,MULTIFAMILY,Demolition,DEMOLITION
6503756,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6598747,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6471873,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6437902,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615482,COMMERCIAL,Construction,ADD/ALT
6588243,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6599096,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6611841,COMMERCIAL,Construction,ALTER
6568458,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6391525,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6568398,MULTIFAMILY,Construction,NEW
6586752,COMMERCIAL,Construction,ALTER
6555174,COMMERCIAL,Construction,ALTER
6560136,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587960,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6592950,COMMERCIAL,Construction,TEMP
6581048,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6481932,,Construction,
6499939,SINGLE FAMILY / DUPLEX,Construction,NEW
6570481,SINGLE FAMILY / DUPLEX,Construction,NEW
6476671,SINGLE FAMILY / DUPLEX,Construction,NEW
6583902,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6470170,MULTIFAMILY,Construction,ADD/ALT
6585297,COMMERCIAL,Construction,ADD/ALT
6532089,MULTIFAMILY,Demolition,DEMOLITION
6379558,MULTIFAMILY,Construction,NEW
6532060,MULTIFAMILY,Construction,NEW
6601811,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586713,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6453487,SINGLE FAMILY / DUPLEX,Construction,NEW
6586031,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6541541,COMMERCIAL,Construction,ADD/ALT
6567862,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6434866,COMMERCIAL,Demolition,DEMOLITION
6615535,COMMERCIAL,Construction,ADD/ALT
6520914,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601848,MULTIFAMILY,Construction,ADD/ALT
6522109,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6438328,COMMERCIAL,Construction,ADD/ALT
6571875,SINGLE FAMILY / DUPLEX,Construction,NEW
6481367,SINGLE FAMILY / DUPLEX,Construction,NEW
6550668,COMMERCIAL,Construction,ADD/ALT
6440513,SINGLE FAMILY / DUPLEX,Construction,NEW
6549643,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6546751,SINGLE FAMILY / DUPLEX,Construction,NEW
6438464,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6501053,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6533008,MULTIFAMILY,Construction,NEW
6615515,COMMERCIAL,Construction,ADD/ALT
6587906,SINGLE FAMILY / DUPLEX,Construction,NEW
6402837,SINGLE FAMILY / DUPLEX,Construction,NEW
6525148,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6438152,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587754,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595580,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6438673,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6555616,MULTIFAMILY,Construction,NEW
6513103,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6606450,MULTIFAMILY,Construction,ADD/ALT
6550951,SINGLE FAMILY / DUPLEX,Construction,NEW
6583693,SINGLE FAMILY / DUPLEX,Construction,NEW
6448512,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569500,MULTIFAMILY,Demolition,DEMOLITION
6615837,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6564437,COMMERCIAL,Construction,ADD/ALT
6614371,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614741,MULTIFAMILY,Demolition,DEMOLITION
6534554,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6549931,COMMERCIAL,Construction,ADD/ALT
6589880,SINGLE FAMILY / DUPLEX,Construction,NEW
6473088,SINGLE FAMILY / DUPLEX,Construction,NEW
6509068,MULTIFAMILY,Construction,NEW
6583694,SINGLE FAMILY / DUPLEX,Construction,NEW
6597257,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6468193,MULTIFAMILY,Construction,NEW
6562944,MULTIFAMILY,Construction,ADD/ALT
6614802,SINGLE FAMILY / DUPLEX,Construction,NEW
6605758,MULTIFAMILY,Construction,NEW
6491276,MULTIFAMILY,Construction,ADD/ALT
6543034,COMMERCIAL,Construction,ADD/ALT
6530921,MULTIFAMILY,Construction,NEW
6615047,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6584996,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615684,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6586508,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6613911,MULTIFAMILY,Demolition,DEMOLITION
6610691,MULTIFAMILY,Construction,ADD/ALT
6556072,SINGLE FAMILY / DUPLEX,Construction,NEW
6407827,MULTIFAMILY,Construction,ADD/ALT
6548064,INDUSTRIAL,Construction,ADD/ALT
6601260,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6425686,COMMERCIAL,Construction,ADD/ALT
6530622,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595264,COMMERCIAL,Construction,ADD/ALT
6580328,COMMERCIAL,Construction,NEW
6540133,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586880,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601908,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614557,COMMERCIAL,Demolition,DEMOLITION
6490566,SINGLE FAMILY / DUPLEX,Construction,NEW
6561948,COMMERCIAL,Construction,ADD/ALT
6588330,,Site Development,TREE/VEGETATION MAINT/RESTORE
6580474,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6489729,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6608030,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588306,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6566555,MULTIFAMILY,Demolition,DEMOLITION
6601674,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6587224,COMMERCIAL,Construction,ADD/ALT
6580267,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570979,,Site Development,TREE/VEGETATION MAINT/RESTORE
6449677,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6546180,SINGLE FAMILY / DUPLEX,Construction,NEW
6588553,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6609084,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6597000,MULTIFAMILY,Construction,NEW
6551823,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6588681,,Construction,
6613192,SINGLE FAMILY / DUPLEX,Construction,NEW
6556900,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6335602,MULTIFAMILY,Construction,NEW
6582840,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6573685,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614312,COMMERCIAL,Construction,ADD/ALT
6585118,INSTITUTIONAL,Construction,ADD/ALT
6588600,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614249,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6611104,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614295,COMMERCIAL,Construction,ADD/ALT
6492709,SINGLE FAMILY / DUPLEX,Construction,NEW
6608867,SINGLE FAMILY / DUPLEX,Construction,NEW
6574582,COMMERCIAL,Construction,ADD/ALT
6453488,SINGLE FAMILY / DUPLEX,Construction,NEW
6554296,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6614334,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6523200,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614807,COMMERCIAL,Construction,ADD/ALT
6585647,MULTIFAMILY,Construction,NEW
6616272,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600122,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600823,COMMERCIAL,Construction,ADD/ALT
6574967,COMMERCIAL,Construction,ADD/ALT
6413619,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6599657,MULTIFAMILY,Construction,ADD/ALT
6471448,SINGLE FAMILY / DUPLEX,Construction,NEW
6484992,MULTIFAMILY,Construction,NEW
6427301,INSTITUTIONAL,Construction,ADD/ALT
6600744,COMMERCIAL,Construction,NEW
6601972,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6432947,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6580686,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6576585,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6551824,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6544758,COMMERCIAL,Construction,ADD/ALT
6614768,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6613544,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6599937,COMMERCIAL,Construction,ALTER
6608866,SINGLE FAMILY / DUPLEX,Construction,NEW
6532062,MULTIFAMILY,Construction,NEW
